"NCBI","name","skin_species_prevalence","vagina_species_prevalence","oralcavity_species_prevalence","nasalcavity_species_prevalence","stool_species_prevalence"
"824","Campylobacter gracilis",0.0441988950276243,0,0.446969696969697,0.0217391304347826,0.00228809152366095
"529","Brucella anthropi",0.0441988950276243,0,0,0,0.000104004160166407
"46506","Bacteroides stercoris",0.0441988950276243,0.0315789473684211,0.0424242424242424,0.0326086956521739,0.495163806552262
"239935","Akkermansia muciniphila",0.0441988950276243,0.0105263157894737,0.00454545454545455,0,0.568902756110244
"745368","Gemmiger formicilis",0.0441988950276243,0.0210526315789474,0.00303030303030303,0,0.851170046801872
"1076620","Pseudomonas zeshuii",0.0441988950276243,0,0,0,0
"2014877","Moraxella sp. VT-16-12",0.0441988950276243,0,0,0,0
"59561","Trueperella bernardiae",0.0441988950276243,0,0,0,0.000728029121164847
"334542","Rhodococcus qingshengii",0.0441988950276243,0,0,0,0.00364014560582423
"1329","Streptococcus canis",0.0441988950276243,0,0,0,0
"1463165","Klebsiella quasipneumoniae",0.0414364640883978,0,0.00454545454545455,0,0.107436297451898
"1507807","Acinetobacter idrijaensis",0.0414364640883978,0,0,0,0
"1739341","Streptococcus sp. HMSC071D03",0.0414364640883978,0,0.398484848484848,0,0.00093603744149766
"1405396","Chlamydia ibidis",0.0414364640883978,0,0.0227272727272727,0,0.000728029121164847
"57704","Tsukamurella tyrosinosolvens",0.0414364640883978,0,0,0,0
"1774","Mycobacteroides chelonae",0.0414364640883978,0.0736842105263158,0,0,0.000104004160166407
"33007","Winkia neuii",0.0414364640883978,0.0210526315789474,0,0,0.000832033281331253
"1931275","Neisseria dumasiana",0.0414364640883978,0,0,0,0
"1581050","Corynebacterium sp. HMSC04H06",0.0414364640883978,0,0,0,0
"1056810","Prolinoborus fasciculus",0.0414364640883978,0,0,0,0
"34073","Variovorax paradoxus",0.0386740331491713,0,0,0,0.000104004160166407
"980427","Deinococcus wulumuqiensis",0.0386740331491713,0,0,0,0
"1177574","Prevotella jejuni",0.0386740331491713,0.0105263157894737,0.533333333333333,0,0.00114404576183047
"28136","Prevotella oulorum",0.0386740331491713,0,0.560606060606061,0.0108695652173913,0.000416016640665627
"499555","Dietzia timorensis",0.0386740331491713,0,0,0,0
"620903","Negativicoccus succinicivorans",0.0386740331491713,0,0,0.0217391304347826,0.0078003120124805
"1897011","Oscillibacter sp. 57_20",0.0386740331491713,0.0105263157894737,0.00303030303030303,0.0108695652173913,0.745709828393136
"46228","[Ruminococcus] lactaris",0.0386740331491713,0,0.00151515151515152,0,0.511180447217889
"83655","Leclercia adecarboxylata",0.0386740331491713,0,0,0,0.00374414976599064
"37637","Corynebacterium pseudodiphtheriticum",0.0386740331491713,0,0.00151515151515152,0.358695652173913,0
"665550","Dietzia alimentaria",0.0386740331491713,0,0,0,0
"652708","Bacteroidetes oral taxon 274",0.0359116022099447,0,0.43030303030303,0,0.000104004160166407
"1097667","Patulibacter medicamentivorans",0.0359116022099447,0,0,0,0
"34059","Moraxella atlantae",0.0359116022099447,0,0.00151515151515152,0,0
"5480","Candida parapsilosis",0.0359116022099447,0,0,0,0
"502","Kingella denitrificans",0.0359116022099447,0,0.28030303030303,0,0.000104004160166407
"712357","Leptotrichia sp. oral taxon 212",0.0359116022099447,0,0.651515151515151,0.0217391304347826,0
"736","Haemophilus paraphrohaemolyticus",0.0359116022099447,0,0.359090909090909,0,0.00551222048881955
"467210","Lachnoanaerobaculum saburreum",0.0359116022099447,0,0.684848484848485,0.0108695652173913,0.000728029121164847
"1656","Actinomyces viscosus",0.0359116022099447,0,0.237878787878788,0.0217391304347826,0.0078003120124805
"52768","Schaalia georgiae",0.0359116022099447,0,0.245454545454545,0,0.000832033281331253
"131111","Schaalia turicensis",0.0359116022099447,0.0210526315789474,0,0,0.0414976599063963
"1739491","Streptococcus sp. HMSC067H01",0.0359116022099447,0,0.536363636363636,0,0.00145605824232969
"1739309","Streptococcus sp. HMSC034E03",0.0359116022099447,0,0.583333333333333,0,0.00228809152366095
"28123","Porphyromonas asaccharolytica",0.0359116022099447,0.0526315789473684,0.00454545454545455,0,0.043473738949558
"884684","Mageeibacillus indolicus",0.0359116022099447,0.0631578947368421,0,0,0.00915236609464379
"1275","Kocuria rosea",0.0359116022099447,0,0,0,0
"191610","Corynebacterium atypicum",0.0359116022099447,0,0,0,0.000104004160166407
"614","Serratia liquefaciens",0.0359116022099447,0,0,0,0.00062402496099844
"1286","Staphylococcus simulans",0.0359116022099447,0,0,0,0
"62322","Shewanella baltica",0.0359116022099447,0,0.00151515151515152,0,0
"1295","Staphylococcus schleiferi",0.0359116022099447,0,0,0,0
"549","Pantoea agglomerans",0.0359116022099447,0,0,0,0.000208008320332813
"357276","Phocaeicola dorei",0.0331491712707182,0.0315789473684211,0.0333333333333333,0.0326086956521739,0.640665626625065
"46503","Parabacteroides merdae",0.0331491712707182,0.0315789473684211,0.0227272727272727,0.0326086956521739,0.691107644305772
"106649","Acinetobacter guillouiae",0.0331491712707182,0,0,0,0.000104004160166407
"31998","Methylobacterium radiotolerans",0.0331491712707182,0,0,0,0.000104004160166407
"161889","Corynebacterium lipophiloflavum",0.0331491712707182,0,0,0,0
"322609","Williamsia marianensis",0.0331491712707182,0,0,0,0
"70346","Acinetobacter variabilis",0.0331491712707182,0,0.00151515151515152,0,0.000208008320332813
"712117","Actinomyces sp. oral taxon 170",0.0331491712707182,0,0.296969696969697,0,0.00717628705148206
"45242","Capnocytophaga granulosa",0.0331491712707182,0.0105263157894737,0.566666666666667,0.0217391304347826,0.000104004160166407
"204","Campylobacter showae",0.0331491712707182,0,0.739393939393939,0,0.00114404576183047
"796942","Stomatobaculum longum",0.0331491712707182,0,0.589393939393939,0,0.00239209568382735
"109790","Lactobacillus jensenii",0.0331491712707182,0.452631578947368,0.00151515151515152,0,0.000728029121164847
"487174","Barnesiella intestinihominis",0.0331491712707182,0.0526315789473684,0.0136363636363636,0.0217391304347826,0.660218408736349
"166486","Roseburia intestinalis",0.0331491712707182,0.0105263157894737,0.00151515151515152,0,0.729693187727509
"712461","Prevotella sp. oral taxon 306",0.0331491712707182,0,0.522727272727273,0,0.000416016640665627
"39486","Dorea formicigenerans",0.0331491712707182,0,0.00303030303030303,0,0.888923556942278
"423477","Veillonella rogosae",0.0331491712707182,0,0.477272727272727,0.0108695652173913,0.0457618304732189
"262209","Janibacter melonis",0.0331491712707182,0,0,0,0
"1272","Kocuria varians",0.0331491712707182,0,0,0,0.000208008320332813
"1351","Enterococcus faecalis",0.0303867403314917,0,0.00151515151515152,0.0108695652173913,0.0550182007280291
"419650","Calidifontibacter indicus",0.0303867403314917,0,0,0,0
"293050","Rhodococcus kroppenstedtii",0.0303867403314917,0,0,0,0
"74313","Brevundimonas subvibrioides",0.0303867403314917,0,0.00151515151515152,0,0
"1387353","Paludisphaera borealis",0.0303867403314917,0,0,0,0.00187207488299532
"1309411","Deinococcus soli (ex Cha et al. 2016)",0.0303867403314917,0,0,0,0
"407975","Prevotella pleuritidis",0.0303867403314917,0,0.428787878787879,0,0.000104004160166407
"840","Prevotella loescheii",0.0303867403314917,0,0.4,0,0
"37923","Rothia kristinae",0.0303867403314917,0,0,0,0.000416016640665627
"735","Haemophilus parahaemolyticus",0.0303867403314917,0,0.365151515151515,0.0108695652173913,0.00395215808632345
"223184","Kocuria marina",0.0303867403314917,0,0,0,0.000104004160166407
"539","Eikenella corrodens",0.0303867403314917,0,0.524242424242424,0,0.00145605824232969
"102148","Solobacterium moorei",0.0303867403314917,0.0105263157894737,0.581818181818182,0,0.0282891315652626
"178339","Pauljensenia hongkongensis",0.0303867403314917,0,0.233333333333333,0,0.00104004160166407
"823","Parabacteroides distasonis",0.0303867403314917,0.0526315789473684,0.0212121212121212,0.0108695652173913,0.864794591783671
"47678","Bacteroides caccae",0.0303867403314917,0.0315789473684211,0.0196969696969697,0.0326086956521739,0.673946957878315
"143393","[Eubacterium] sulci",0.0303867403314917,0,0.512121212121212,0.0108695652173913,0.0553302132085283
"1735","Holdemanella biformis",0.0303867403314917,0,0.00151515151515152,0,0.373686947477899
"470934","Pantoea vagans",0.0303867403314917,0,0,0,0.000208008320332813
"563996","Sphingomonas hankookensis",0.0303867403314917,0,0,0,0
"52773","Schaalia meyeri",0.0303867403314917,0,0.227272727272727,0,0.00031201248049922
"709510","Jeotgalicoccus aerolatus",0.0303867403314917,0,0,0,0
"82380","Microbacterium oxydans",0.0303867403314917,0,0,0,0.00104004160166407
"1833","Rhodococcus erythropolis",0.0303867403314917,0,0,0,0.00197607904316173
"136273","Kocuria polaris",0.0303867403314917,0,0,0,0.000208008320332813
"818","Bacteroides thetaiotaomicron",0.0276243093922652,0.0315789473684211,0.0181818181818182,0.0326086956521739,0.763702548101924
"1552759","Mycobacterium grossiae",0.0276243093922652,0,0,0,0
"690417","Paracoccus sphaerophysae",0.0276243093922652,0,0,0,0
"408","Methylorubrum extorquens",0.0276243093922652,0,0,0,0.000104004160166407
"651","Aeromonas media",0.0276243093922652,0,0.00303030303030303,0,0.00114404576183047
"187326","Megasphaera micronuciformis",0.0276243093922652,0,0.537878787878788,0.0217391304347826,0.0206968278731149
"218538","Dialister invisus",0.0276243093922652,0,0.274242424242424,0,0.261050442017681
"242750","Prevotella bergensis",0.0276243093922652,0.0315789473684211,0,0,0.0046801872074883
"321662","Pseudomonas moraviensis",0.0276243093922652,0,0,0,0
"571","Klebsiella oxytoca",0.0276243093922652,0,0.00151515151515152,0.0108695652173913,0.0203848153926157
"472693","Pantoea eucrina",0.0276243093922652,0,0,0,0
"28189","Capnocytophaga cynodegmi",0.0276243093922652,0,0,0,0
"66228","Gleimia europaea",0.0276243093922652,0,0,0,0.00093603744149766
"1906334","Corynebacterium sp. NML140438",0.0276243093922652,0,0,0,0
"285","Comamonas testosteroni",0.0276243093922652,0,0,0,0.00031201248049922
"393310","Skermanella aerolata",0.0248618784530387,0,0,0,0
"1715092","Streptococcus sp. HMSC070B10",0.0248618784530387,0,0.0909090909090909,0,0.000416016640665627
"470","Acinetobacter baumannii",0.0248618784530387,0,0.00151515151515152,0,0.00114404576183047
"36820","Gordonia aichiensis",0.0248618784530387,0,0,0,0
"2081702","Actinomyces sp. oral taxon 897",0.0248618784530387,0,0.163636363636364,0,0.00187207488299532
"507750","Peptoniphilus duerdenii",0.0248618784530387,0.0315789473684211,0,0,0.00478419136765471
"536441","Chryseobacterium taklimakanense",0.0248618784530387,0,0,0,0
"665913","Mixta calida",0.0248618784530387,0,0,0,0
"1227276","Prevotella sp. F0091",0.0248618784530387,0,0.453030303030303,0,0
"258224","Corynebacterium resistens",0.0248618784530387,0,0,0,0.000208008320332813
"1134687","Klebsiella michiganensis",0.0248618784530387,0,0.00151515151515152,0,0.0208008320332813
"33043","Coprococcus eutactus",0.0248618784530387,0,0.00454545454545455,0,0.460322412896516
"817","Bacteroides fragilis",0.0248618784530387,0.0105263157894737,0.0121212121212121,0.0217391304347826,0.448673946957878
"712982","Lachnospiraceae bacterium oral taxon 096",0.0248618784530387,0.0105263157894737,0.41969696969697,0,0.00696827873114925
"1284680","Actinomyces sp. S6-Spd3",0.0248618784530387,0,0.484848484848485,0,0.0428497139885595
"652716","Prevotella sp. oral taxon 299",0.0248618784530387,0,0.493939393939394,0,0
"626940","Phascolarctobacterium succinatutens",0.0248618784530387,0,0.00303030303030303,0,0.24139365574623
"180282","Delftia tsuruhatensis",0.0248618784530387,0,0.0257575757575758,0,0.000104004160166407
"652706","Oribacterium sp. oral taxon 078",0.0248618784530387,0,0.243939393939394,0,0.000208008320332813
"1855327","Streptococcus sp. NLAE-zl-C503",0.0248618784530387,0,0.186363636363636,0,0.000728029121164847
"1581069","Corynebacterium sp. HMSC29G08",0.0248618784530387,0,0,0,0
"586733","Staphylococcus devriesei",0.0248618784530387,0,0,0,0
"1014","Weeksella virosa",0.0248618784530387,0,0,0,0
"343874","Empedobacter falsenii",0.0248618784530387,0,0,0,0
"223967","Methylorubrum populi",0.0220994475138122,0,0,0,0
"33040","Streptococcus milleri",0.0220994475138122,0,0.184848484848485,0,0.0179927197087884
"103817","Janibacter terrae",0.0220994475138122,0,0,0,0
"253","Chryseobacterium indologenes",0.0220994475138122,0,0,0,0
"28454","Sphingobacterium multivorum",0.0220994475138122,0,0.00303030303030303,0,0.000104004160166407
"1588754","Veillonellaceae bacterium DNF00626",0.0220994475138122,0.115789473684211,0.00151515151515152,0,0.00322412896515861
"732","Aggregatibacter aphrophilus",0.0220994475138122,0,0.440909090909091,0,0.00488819552782111
"360807","Roseburia inulinivorans",0.0220994475138122,0.0105263157894737,0.00757575757575758,0,0.874258970358814
"39492","[Eubacterium] siraeum",0.0220994475138122,0,0,0,0.615288611544462
"28128","Prevotella corporis",0.0220994475138122,0.0210526315789474,0,0,0.0631305252210088
"69665","Caulobacter sp. FWC26",0.0220994475138122,0,0,0,0.000104004160166407
"2741","Peptococcus niger",0.0220994475138122,0.0210526315789474,0,0,0.00832033281331253
"487","Neisseria meningitidis",0.0220994475138122,0,0.053030303030303,0,0
"556499","Propionibacterium acidifaciens",0.0220994475138122,0,0.0636363636363636,0,0.0078003120124805
"2751","Carnobacterium maltaromaticum",0.0220994475138122,0,0.00151515151515152,0,0.00104004160166407
"1584","Lactobacillus delbrueckii",0.0220994475138122,0.0210526315789474,0.00303030303030303,0,0.0778991159646386
"1063","Cereibacter sphaeroides",0.0220994475138122,0,0,0,0
"576118","Salinicoccus qingdaonensis",0.0220994475138122,0,0,0,0
"243629","Hydrocarboniphaga effusa",0.0220994475138122,0,0,0,0
"85698","Achromobacter xylosoxidans",0.0220994475138122,0.105263157894737,0,0,0.00104004160166407
"32002","Achromobacter denitrificans",0.0220994475138122,0,0.00151515151515152,0,0.000104004160166407
"321846","Pseudomonas simiae",0.0220994475138122,0,0,0,0
"2035","Curtobacterium flaccumfaciens",0.0220994475138122,0,0,0,0
"32013","Comamonas terrigena",0.0220994475138122,0,0,0,0.000104004160166407
"1619313","Erwinia gerundensis",0.0220994475138122,0,0,0,0
"36805","Microbacterium aurum",0.0193370165745856,0,0,0,0
"1907941","Alkanindiges hydrocarboniclasticus",0.0193370165745856,0,0,0,0
"1766","Mycolicibacterium fortuitum",0.0193370165745856,0,0,0,0.000104004160166407
"1244","Leuconostoc gelidum",0.0193370165745856,0,0,0,0.0110244409776391
"1393034","Atopobium deltae",0.0193370165745856,0.0526315789473684,0.0212121212121212,0,0.0248569942797712
"1526658","Bosea vaviloviae",0.0193370165745856,0,0,0,0.000208008320332813
"43997","Catonella morbi",0.0193370165745856,0,0.36969696969697,0,0
"122355","Pseudomonas psychrophila",0.0193370165745856,0,0,0,0.000104004160166407
"1501329","Oribacterium parvum",0.0193370165745856,0,0.425757575757576,0,0.00520020800832033
"1715052","Neisseria sp. HMSC064E01",0.0193370165745856,0,0.303030303030303,0.0108695652173913,0
"56774","[Eubacterium] infirmum",0.0193370165745856,0,0.416666666666667,0,0.00457618304732189
"100886","Catenibacterium mitsuokai",0.0193370165745856,0,0,0,0.19074362974519
"28111","Bacteroides eggerthii",0.0193370165745856,0.0105263157894737,0.00151515151515152,0,0.298491939677587
"39490","Eubacterium ramulus",0.0193370165745856,0,0,0,0.746645865834633
"548","Klebsiella aerogenes",0.0193370165745856,0,0.00303030303030303,0.0760869565217391,0.0167446697867915
"565","Atlantibacter hermannii",0.0193370165745856,0,0,0,0.00093603744149766
"1778","Mycobacterium gordonae",0.0193370165745856,0,0,0,0
"86188","Stenotrophomonas geniculata",0.0193370165745856,0,0,0,0
"1590","Lactiplantibacillus plantarum",0.0193370165745856,0,0.00151515151515152,0,0.0158086323452938
"419005","Prevotella amnii",0.0193370165745856,0.0421052631578947,0,0.0108695652173913,0.00260010400416017
"283734","Staphylococcus pseudintermedius",0.0193370165745856,0,0,0.0108695652173913,0
"615","Serratia marcescens",0.0193370165745856,0,0,0,0.00135205408216329
"1906333","Corynebacterium sp. NML130628",0.0193370165745856,0,0,0,0
"1848903","Capnocytophaga canis",0.0193370165745856,0,0,0,0
"477641","Modestobacter marinus",0.0193370165745856,0,0,0,0
"29581","Janthinobacterium lividum",0.0193370165745856,0,0,0,0
"1615674","Pseudomonas lactis",0.0193370165745856,0,0,0,0.000104004160166407
"571255","Brucella thiophenivorans",0.0193370165745856,0,0,0,0
"195105","Haematobacter massiliensis",0.0165745856353591,0,0.00151515151515152,0,0
"33038","[Ruminococcus] gnavus",0.0165745856353591,0,0.00151515151515152,0,0.406968278731149
"80866","Delftia acidovorans",0.0165745856353591,0,0.0257575757575758,0,0.000104004160166407
"318424","Mycobacterium rufum",0.0165745856353591,0,0,0,0
"2107999","Lactobacillus paragasseri",0.0165745856353591,0.210526315789474,0.00606060606060606,0,0.0263130525221009
"1725","Corynebacterium xerosis",0.0165745856353591,0,0,0,0
"175628","Gordonia paraffinivorans",0.0165745856353591,0,0,0,0
"712437","Porphyromonas sp. oral taxon 278",0.0165745856353591,0,0.436363636363636,0,0.000104004160166407
"1681","Bifidobacterium bifidum",0.0165745856353591,0.0421052631578947,0,0,0.256474258970359
"341694","Peptostreptococcus stomatis",0.0165745856353591,0,0.509090909090909,0,0.0135205408216329
"296995","Exiguobacterium indicum",0.0165745856353591,0,0,0,0
"1768108","Deinococcus actinosclerus",0.0165745856353591,0,0,0,0
"1101373","Tepidimonas fonticaldi",0.0165745856353591,0,0,0,0
"28112","Tannerella forsythia",0.0165745856353591,0,0.474242424242424,0,0.000416016640665627
"203","Campylobacter rectus",0.0165745856353591,0,0.436363636363636,0,0.000104004160166407
"199592","Microbacterium paraoxydans",0.0165745856353591,0,0,0,0
"28052","Lachnospira pectinoschiza",0.0165745856353591,0.0105263157894737,0.00303030303030303,0.0108695652173913,0.590327613104524
"68891","Streptococcus peroris",0.0165745856353591,0,0.228787878787879,0,0.00062402496099844
"589437","Prevotella scopos",0.0165745856353591,0,0.451515151515152,0,0.00031201248049922
"116085","Coprococcus catus",0.0165745856353591,0,0,0,0.779927197087883
"371601","Bacteroides xylanisolvens",0.0165745856353591,0.0105263157894737,0.0121212121212121,0.0326086956521739,0.652314092563703
"1628085","Agathobaculum butyriciproducens",0.0165745856353591,0.0210526315789474,0.00151515151515152,0,0.897139885595424
"862134","Sphingomonas ginsenosidimutans",0.0165745856353591,0,0,0,0
"84112","Eggerthella lenta",0.0165745856353591,0,0,0,0.439209568382735
"1263107","Ruminococcus obeum CAG:39",0.0165745856353591,0,0,0,0.0762350494019761
"246787","Bacteroides cellulosilyticus",0.0165745856353591,0.0315789473684211,0.00909090909090909,0.0217391304347826,0.466146645865835
"281920","Porphyromonas uenonis",0.0165745856353591,0.0526315789473684,0.00454545454545455,0,0.0204888195527821
"43771","Corynebacterium urealyticum",0.0165745856353591,0,0,0,0.000104004160166407
"671230","Parvimonas sp. oral taxon 110",0.0165745856353591,0,0.16969696969697,0,0.000208008320332813
"89093","Ignavigranum ruoffiae",0.0165745856353591,0,0,0,0
"1230998","Corynebacterium frankenforstense",0.0165745856353591,0,0,0,0.000728029121164847
"40091","Helcococcus kunzii",0.0165745856353591,0,0,0,0
"82801","Desemzia incerta",0.0165745856353591,0,0,0,0
"150123","Plantibacter flavus",0.0165745856353591,0,0,0,0
"363952","Comamonas thiooxydans",0.0165745856353591,0,0,0,0.000104004160166407
"88132","Eremococcus coleocola",0.0165745856353591,0,0,0,0.000104004160166407
"1727","Corynebacterium variabile",0.0165745856353591,0,0,0,0.00249609984399376
"1735673","Frigoribacterium sp. Leaf8",0.0165745856353591,0,0,0,0
"1528773","Janthinobacterium sp. AD80",0.0165745856353591,0,0,0,0
"99807","Corynebacterium auriscanis",0.0165745856353591,0,0,0,0
"34038","Rahnella aquatilis",0.0165745856353591,0,0,0,0.000104004160166407
"1881042","Pseudoxanthomonas sp. CF385",0.0165745856353591,0,0,0,0
"1885016","Rothia sp.",0.0138121546961326,0,0,0,0
"42256","Rubrobacter radiotolerans",0.0138121546961326,0,0,0,0.000208008320332813
"40542","Leptotrichia buccalis",0.0138121546961326,0,0.501515151515151,0.0108695652173913,0
"267212","Neisseria bacilliformis",0.0138121546961326,0,0.157575757575758,0,0
"1203590","Streptococcus sp. HPH0090",0.0138121546961326,0,0.33030303030303,0,0.00509620384815393
"671213","Leptotrichia sp. oral taxon 225",0.0138121546961326,0,0.551515151515152,0,0
"53419","Treponema socranskii",0.0138121546961326,0,0.383333333333333,0,0.000104004160166407
"1227267","Leptotrichia sp. oral taxon 879",0.0138121546961326,0,0.515151515151515,0,0
"143361","Filifactor alocis",0.0138121546961326,0,0.383333333333333,0,0.000208008320332813
"28118","Odoribacter splanchnicus",0.0138121546961326,0.0105263157894737,0.00757575757575758,0.0108695652173913,0.794175767030681
"301301","Roseburia hominis",0.0138121546961326,0.0105263157894737,0.00303030303030303,0,0.831721268850754
"69823","Selenomonas sputigena",0.0138121546961326,0,0.442424242424242,0.0108695652173913,0.000208008320332813
"228603","Prevotella shahii",0.0138121546961326,0,0.415151515151515,0.0108695652173913,0.000104004160166407
"1262992","Firmicutes bacterium CAG:83",0.0138121546961326,0,0,0,0.774310972438898
"1262911","Oscillibacter sp. CAG:241",0.0138121546961326,0,0.00151515151515152,0,0.681851274050962
"204516","Phocaeicola massiliensis",0.0138121546961326,0.0421052631578947,0.0106060606060606,0.0108695652173913,0.366302652106084
"487175","Parasutterella excrementihominis",0.0138121546961326,0.0105263157894737,0.00303030303030303,0,0.529693187727509
"84109","Slackia exigua",0.0138121546961326,0.0210526315789474,0.142424242424242,0,0.00551222048881955
"876478","Tepidiphilus thermophilus",0.0138121546961326,0,0.00151515151515152,0.0108695652173913,0
"288000","Bradyrhizobium sp. BTAi1",0.0138121546961326,0,0.00151515151515152,0,0
"297","Hydrogenophilus thermoluteolus",0.0138121546961326,0,0,0,0
"1288","Staphylococcus xylosus",0.0138121546961326,0,0,0,0.00249609984399376
"712620","Streptococcus sp. oral taxon 056",0.0138121546961326,0,0.206060606060606,0,0.000520020800832033
"131110","Schaalia radingae",0.0138121546961326,0.0105263157894737,0,0,0.00104004160166407
"54291","Raoultella ornithinolytica",0.0138121546961326,0,0,0,0.0128965158606344
"39498","[Eubacterium] yurii",0.0138121546961326,0,0.301515151515152,0,0
"439703","Prevotella maculosa",0.0138121546961326,0,0.289393939393939,0,0
"177972","Shuttleworthia satelles",0.0138121546961326,0,0.0696969696969697,0,0.000520020800832033
"1002339","Psychrobacter sp. 1501(2011)",0.0138121546961326,0,0.00151515151515152,0,0
"210","Helicobacter pylori",0.0138121546961326,0.0105263157894737,0.00909090909090909,0.0108695652173913,0.000520020800832033
"1613","Limosilactobacillus fermentum",0.0138121546961326,0.0105263157894737,0.0136363636363636,0,0.0264170566822673
"1697","Corynebacterium ammoniagenes",0.0138121546961326,0,0.00151515151515152,0,0
"33907","Pseudonocardia alni",0.0138121546961326,0,0,0,0
"2053495","Aerococcaceae bacterium",0.0138121546961326,0,0,0,0
"404407","Pseudomonas indoloxydans",0.0138121546961326,0,0,0,0
"134034","Corynebacterium freneyi",0.0138121546961326,0,0,0,0.000104004160166407
"1744","Propionibacterium freudenreichii",0.0138121546961326,0,0,0,0.0200728029121165
"55211","Erwinia persicina",0.0138121546961326,0,0,0,0.000520020800832033
"607712","Neisseria shayeganii",0.0138121546961326,0,0,0,0
"169134","Citricoccus muralis",0.0138121546961326,0,0,0,0
"1736379","Marmoricola sp. Leaf446",0.0138121546961326,0,0,0,0
"37921","Arthrobacter agilis",0.0138121546961326,0,0,0,0
"1214225","Acidocella sp. MX-AZ02",0.0138121546961326,0,0,0,0
"1619948","Pseudomonas sp. 21",0.0138121546961326,0,0,0,0
"33964","Leuconostoc citreum",0.0138121546961326,0,0,0,0.018408736349454
"51288","Kluyvera ascorbata",0.0138121546961326,0,0,0,0.00821632865314613
"564198","Mycolicibacterium bacteremicum",0.0138121546961326,0,0,0,0
"28137","Prevotella veroralis",0.0110497237569061,0,0.425757575757576,0,0.000104004160166407
"33032","Anaerococcus lactolyticus",0.0110497237569061,0.0526315789473684,0,0,0.00457618304732189
"1583098","Fusobacterium hwasookii",0.0110497237569061,0,0.322727272727273,0.0108695652173913,0.000104004160166407
"487316","Acinetobacter soli",0.0110497237569061,0,0.00303030303030303,0,0
"487698","Stenotrophomonas pavanii",0.0110497237569061,0,0,0,0.00728029121164847
"185949","Sphingomonas aurantiaca",0.0110497237569061,0,0,0,0
"99480","Tetrasphaera australiensis",0.0110497237569061,0,0,0,0
"1299","Deinococcus radiodurans",0.0110497237569061,0,0,0,0
"671224","Selenomonas artemidis",0.0110497237569061,0,0.203030303030303,0,0
"59814","Pantoea dispersa",0.0110497237569061,0,0.00757575757575758,0,0.00104004160166407
"158","Treponema denticola",0.0110497237569061,0,0.386363636363636,0,0.000104004160166407
"35518","[Eubacterium] nodatum",0.0110497237569061,0,0.26969696969697,0,0.00249609984399376
"53418","Treponema lecithinolyticum",0.0110497237569061,0,0.218181818181818,0,0
"651822","Fretibacterium fastidiosum",0.0110497237569061,0,0.353030303030303,0,0.128445137805512
"72","Simonsiella muelleri",0.0110497237569061,0,0.116666666666667,0,0
"76517","Campylobacter hominis",0.0110497237569061,0.0210526315789474,0,0,0.0330733229329173
"291644","Bacteroides salyersiae",0.0110497237569061,0,0.00454545454545455,0,0.228809152366095
"446660","Adlercreutzia equolifaciens",0.0110497237569061,0,0,0,0.688923556942278
"572010","Slackia isoflavoniconvertens",0.0110497237569061,0,0.00151515151515152,0,0.458138325533021
"33968","Leuconostoc pseudomesenteroides",0.0110497237569061,0,0,0,0.0166406656266251
"1111134","Peptoniphilus sp. BV3C26",0.0110497237569061,0.0421052631578947,0,0,0.00457618304732189
"1322","Blautia hansenii",0.0110497237569061,0,0,0,0.0382735309412377
"1219626","Peptostreptococcus sp. MV1",0.0110497237569061,0.0210526315789474,0,0,0.00395215808632345
"255248","Leuconostoc garlicum",0.0110497237569061,0,0.00151515151515152,0,0.0142485699427977
"2074","Pseudonocardia autotrophica",0.0110497237569061,0,0,0,0
"255457","Brucella lupini",0.0110497237569061,0,0,0,0
"1276936","Staphylococcus petrasii",0.0110497237569061,0,0,0,0
"258","Sphingobacterium spiritivorum",0.0110497237569061,0,0,0,0
"28115","Porphyromonas macacae",0.0110497237569061,0,0,0,0
"246144","Enterococcus italicus",0.0110497237569061,0,0,0,0.00187207488299532
"754","Pasteurella dagmatis",0.0110497237569061,0,0,0,0
"1376","Aerococcus urinae",0.0110497237569061,0,0,0,0.000208008320332813
"33934","Anoxybacillus flavithermus",0.0110497237569061,0,0,0,0
"1985301","Pseudomonas sp. HAR-UPW-AIA-41",0.0110497237569061,0,0,0,0
"77020","Malassezia pachydermatis",0.0110497237569061,0,0,0,0
"70255","Staphylococcus condimenti",0.0110497237569061,0,0,0,0
"1404","Priestia megaterium",0.0110497237569061,0,0,0,0.00114404576183047
"1940789","Lactococcus petauri",0.0110497237569061,0,0,0,0.0202808112324493
"361575","Pseudarthrobacter phenanthrenivorans",0.0110497237569061,0,0,0,0
"546874","Microlunatus sagamiharensis",0.0110497237569061,0,0,0,0
"54","Nannocystis exedens",0.0110497237569061,0,0,0,0
"332186","Shewanella xiamenensis",0.0110497237569061,0,0,0,0
"1346502","Agrococcus pavilionensis",0.0110497237569061,0,0,0,0
"7","Azorhizobium caulinodans",0.0110497237569061,0,0,0,0
"47884","Pseudomonas taetrolens",0.0110497237569061,0,0,0,0.000104004160166407
"2133958","Nocardioides currus",0.0110497237569061,0,0,0,0
"642780","Marmoricola scoriae",0.0110497237569061,0,0,0,0
"28447","Clavibacter michiganensis",0.0110497237569061,0,0,0,0.00166406656266251
"571256","Brucella pituitosa",0.0110497237569061,0,0,0,0
"1007099","Pseudomonas kuykendallii",0.0110497237569061,0,0,0,0.000104004160166407
